user_id,item_id,rating,timestamp
140,271,3.7,2025-01-15T19:00:00
150,249,5.0,2025-01-15T19:00:00
175,209,4.2,2025-01-15T19:00:00
446,10,3.9,2025-01-15T19:00:00
50,87,4.1,2025-01-15T20:00:00
96,89,3.3,2025-01-15T20:00:00
42,125,3.8,2025-01-15T22:00:00
370,89,4.3,2025-01-15T22:00:00
87,259,4.7,2025-01-15T23:00:00
216,164,4.3,2025-01-15T23:00:00
316,92,4.6,2025-01-16T03:00:00
178,262,4.0,2025-01-16T04:00:00
50,293,3.4,2025-01-16T05:00:00
138,189,2.6,2025-01-16T06:00:00
458,18,5.0,2025-01-16T06:00:00
1,209,3.8,2025-01-16T07:00:00
13,2,5.0,2025-01-16T09:00:00
43,209,3.9,2025-01-16T09:00:00
180,246,5.0,2025-01-16T09:00:00
140,266,5.0,2025-01-16T10:00:00
178,74,4.0,2025-01-16T16:00:00
318,26,4.6,2025-01-16T16:00:00
6,97,4.7,2025-01-16T18:00:00
170,216,2.0,2025-01-16T19:00:00
138,74,2.4,2025-01-16T20:00:00
215,29,3.9,2025-01-16T20:00:00
354,55,3.9,2025-01-16T21:00:00
215,102,4.9,2025-01-17T00:00:00
149,83,4.1,2025-01-17T01:00:00
370,35,2.8,2025-01-17T03:00:00
430,285,4.1,2025-01-17T03:00:00
338,66,5.0,2025-01-17T04:00:00
497,129,4.6,2025-01-17T04:00:00
35,209,4.4,2025-01-17T05:00:00
426,255,4.2,2025-01-17T05:00:00
302,74,4.8,2025-01-17T06:00:00
120,74,4.9,2025-01-17T07:00:00
311,216,2.8,2025-01-17T09:00:00
316,81,3.5,2025-01-17T10:00:00
344,277,3.8,2025-01-17T10:00:00
86,6,2.7,2025-01-17T11:00:00
403,89,4.9,2025-01-17T12:00:00
207,256,3.7,2025-01-17T15:00:00
6,109,2.6,2025-01-17T17:00:00
15,13,4.4,2025-01-17T17:00:00
120,290,3.8,2025-01-17T21:00:00
389,17,5.0,2025-01-18T00:00:00
430,279,5.0,2025-01-18T02:00:00
1,213,2.8,2025-01-18T03:00:00
87,300,4.6,2025-01-18T04:00:00
356,209,4.5,2025-01-18T04:00:00
216,269,3.9,2025-01-18T06:00:00
451,42,1.7,2025-01-18T06:00:00
311,148,3.0,2025-01-18T09:00:00
140,270,4.2,2025-01-18T11:00:00
178,274,4.2,2025-01-18T11:00:00
302,272,2.7,2025-01-18T12:00:00
138,263,2.7,2025-01-18T16:00:00
150,205,4.7,2025-01-18T16:00:00
497,21,3.5,2025-01-18T16:00:00
175,164,4.1,2025-01-18T18:00:00
42,209,4.0,2025-01-18T20:00:00
215,112,4.5,2025-01-18T20:00:00
252,155,3.9,2025-01-18T21:00:00
120,259,5.0,2025-01-18T22:00:00
15,122,2.2,2025-01-19T01:00:00
170,87,2.4,2025-01-19T01:00:00
474,183,4.4,2025-01-19T01:00:00
338,280,4.7,2025-01-19T03:00:00
446,42,3.2,2025-01-19T03:00:00
13,246,4.0,2025-01-19T06:00:00
35,42,3.4,2025-01-19T06:00:00
474,189,5.0,2025-01-19T06:00:00
42,122,4.4,2025-01-19T07:00:00
180,173,3.7,2025-01-19T07:00:00
175,266,2.4,2025-01-19T08:00:00
443,189,4.3,2025-01-19T08:00:00
97,162,3.9,2025-01-19T09:00:00
426,296,4.1,2025-01-19T11:00:00
96,141,5.0,2025-01-19T12:00:00
120,277,4.3,2025-01-19T12:00:00
175,44,3.5,2025-01-19T14:00:00
180,122,3.4,2025-01-19T16:00:00
338,74,4.1,2025-01-19T18:00:00
497,238,3.7,2025-01-19T19:00:00
389,50,3.6,2025-01-19T20:00:00
344,285,3.7,2025-01-19T23:00:00
43,115,2.9,2025-01-20T00:00:00
50,217,4.4,2025-01-20T00:00:00
175,19,4.7,2025-01-20T01:00:00
318,48,4.2,2025-01-20T02:00:00
458,45,4.2,2025-01-20T02:00:00
430,260,4.5,2025-01-20T04:00:00
96,261,3.1,2025-01-20T05:00:00
27,281,4.8,2025-01-20T08:00:00
430,266,4.5,2025-01-20T08:00:00
149,266,4.3,2025-01-20T09:00:00
207,294,4.1,2025-01-20T12:00:00
302,42,4.1,2025-01-20T12:00:00
354,238,4.8,2025-01-20T12:00:00
446,267,2.8,2025-01-20T13:00:00
495,189,4.8,2025-01-20T16:00:00
140,254,5.0,2025-01-20T17:00:00
87,260,3.2,2025-01-20T20:00:00
403,58,4.3,2025-01-20T21:00:00
451,189,1.0,2025-01-20T21:00:00
99,176,4.8,2025-01-20T22:00:00
252,158,4.5,2025-01-20T23:00:00
86,122,3.3,2025-01-21T00:00:00
316,87,4.4,2025-01-21T01:00:00
370,74,4.6,2025-01-21T01:00:00
50,45,3.5,2025-01-21T03:00:00
1,219,4.1,2025-01-21T04:00:00
120,216,3.4,2025-01-21T04:00:00
356,270,5.0,2025-01-21T04:00:00
216,264,4.1,2025-01-21T05:00:00
474,41,3.4,2025-01-21T05:00:00
149,89,3.2,2025-01-21T06:00:00
215,171,2.8,2025-01-21T07:00:00
426,259,3.1,2025-01-21T08:00:00
178,293,5.0,2025-01-21T09:00:00
180,226,4.8,2025-01-21T09:00:00
476,271,5.0,2025-01-21T10:00:00
311,116,3.5,2025-01-21T12:00:00
370,87,4.4,2025-01-21T13:00:00
6,182,3.8,2025-01-21T14:00:00
13,122,4.2,2025-01-21T14:00:00
239,34,5.0,2025-01-21T15:00:00
316,98,3.8,2025-01-21T18:00:00
443,176,3.6,2025-01-21T18:00:00
15,32,3.3,2025-01-21T19:00:00
206,200,4.7,2025-01-21T20:00:00
175,183,4.5,2025-01-21T22:00:00
140,295,4.9,2025-01-21T23:00:00
180,216,4.9,2025-01-21T23:00:00
216,263,4.6,2025-01-22T00:00:00
150,207,3.0,2025-01-22T03:00:00
446,47,2.8,2025-01-22T04:00:00
27,300,3.5,2025-01-22T07:00:00
138,147,4.6,2025-01-22T07:00:00
175,182,3.7,2025-01-22T07:00:00
252,164,4.4,2025-01-22T07:00:00
302,60,5.0,2025-01-22T07:00:00
344,262,5.0,2025-01-22T08:00:00
42,240,4.7,2025-01-22T10:00:00
206,164,4.3,2025-01-22T10:00:00
150,220,4.0,2025-01-22T13:00:00
175,189,4.2,2025-01-22T13:00:00
389,10,5.0,2025-01-22T13:00:00
97,161,3.9,2025-01-22T15:00:00
354,165,4.7,2025-01-22T15:00:00
244,165,4.4,2025-01-22T16:00:00
271,74,3.3,2025-01-22T16:00:00
170,122,5.0,2025-01-22T17:00:00
13,49,4.7,2025-01-22T18:00:00
316,70,4.9,2025-01-22T19:00:00
497,6,3.8,2025-01-22T19:00:00
252,187,4.4,2025-01-22T21:00:00
458,48,4.4,2025-01-22T21:00:00
311,141,4.1,2025-01-22T22:00:00
443,165,5.0,2025-01-22T22:00:00
338,264,5.0,2025-01-22T23:00:00
318,39,4.1,2025-01-23T00:00:00
96,45,2.4,2025-01-23T01:00:00
400,122,4.1,2025-01-23T02:00:00
216,259,4.0,2025-01-23T03:00:00
35,295,2.5,2025-01-23T04:00:00
207,280,4.7,2025-01-23T04:00:00
458,41,4.3,2025-01-23T04:00:00
99,148,4.7,2025-01-23T05:00:00
140,233,3.1,2025-01-23T05:00:00
495,164,3.9,2025-01-23T05:00:00
43,89,1.7,2025-01-23T06:00:00
318,42,4.6,2025-01-23T06:00:00
271,187,3.1,2025-01-23T07:00:00
451,144,2.8,2025-01-23T07:00:00
150,242,4.2,2025-01-23T08:00:00
204,122,4.8,2025-01-23T11:00:00
15,41,3.1,2025-01-23T13:00:00
474,224,5.0,2025-01-23T14:00:00
354,183,3.6,2025-01-23T15:00:00
497,5,5.0,2025-01-23T15:00:00
458,122,4.0,2025-01-23T17:00:00
86,165,4.4,2025-01-23T19:00:00
426,294,4.4,2025-01-23T19:00:00
1,214,3.7,2025-01-23T20:00:00
138,209,3.1,2025-01-23T20:00:00
208,286,4.8,2025-01-23T20:00:00
252,190,3.7,2025-01-23T20:00:00
356,55,4.0,2025-01-23T21:00:00
319,29,5.0,2025-01-23T22:00:00
458,189,3.8,2025-01-23T23:00:00
311,87,2.3,2025-01-24T00:00:00
476,267,3.0,2025-01-24T01:00:00
319,13,4.6,2025-01-24T02:00:00
370,86,2.7,2025-01-24T02:00:00
400,108,3.3,2025-01-24T02:00:00
403,162,4.6,2025-01-24T02:00:00
87,150,4.3,2025-01-24T03:00:00
271,165,3.4,2025-01-24T04:00:00
430,265,4.1,2025-01-24T04:00:00
77,74,5.0,2025-01-24T05:00:00
175,8,5.0,2025-01-24T05:00:00
239,257,3.2,2025-01-24T05:00:00
215,109,4.7,2025-01-24T06:00:00
149,11,3.2,2025-01-24T07:00:00
216,273,4.8,2025-01-24T07:00:00
311,111,4.5,2025-01-24T09:00:00
252,165,4.8,2025-01-24T10:00:00
244,198,4.2,2025-01-24T11:00:00
96,87,4.4,2025-01-24T13:00:00
206,198,3.5,2025-01-24T13:00:00
50,206,4.9,2025-01-24T14:00:00
316,175,3.1,2025-01-24T14:00:00
338,186,3.6,2025-01-24T14:00:00
99,151,4.8,2025-01-24T17:00:00
204,148,3.7,2025-01-24T17:00:00
239,259,3.4,2025-01-24T17:00:00
431,122,4.9,2025-01-24T18:00:00
13,11,5.0,2025-01-24T19:00:00
138,40,2.4,2025-01-24T19:00:00
87,180,3.1,2025-01-24T20:00:00
120,266,4.7,2025-01-24T20:00:00
252,198,4.8,2025-01-24T21:00:00
347,74,4.5,2025-01-24T21:00:00
170,42,2.4,2025-01-24T22:00:00
302,206,3.6,2025-01-24T22:00:00
446,74,3.2,2025-01-24T22:00:00
97,189,5.0,2025-01-25T00:00:00
319,2,4.6,2025-01-25T01:00:00
120,83,4.9,2025-01-25T02:00:00
178,89,4.0,2025-01-25T02:00:00
344,74,5.0,2025-01-25T02:00:00
426,283,4.2,2025-01-25T02:00:00
15,74,2.5,2025-01-25T03:00:00
208,260,4.7,2025-01-25T03:00:00
13,275,2.9,2025-01-25T04:00:00
324,42,4.1,2025-01-25T04:00:00
42,250,4.1,2025-01-25T05:00:00
149,96,4.6,2025-01-25T05:00:00
316,267,3.6,2025-01-25T05:00:00
6,87,3.0,2025-01-25T07:00:00
35,60,5.0,2025-01-25T07:00:00
140,285,3.3,2025-01-25T07:00:00
474,243,4.6,2025-01-25T07:00:00
354,244,5.0,2025-01-25T08:00:00
344,158,1.9,2025-01-25T11:00:00
443,177,4.2,2025-01-25T11:00:00
97,106,4.3,2025-01-25T12:00:00
446,155,3.2,2025-01-25T12:00:00
180,229,3.5,2025-01-25T13:00:00
389,31,5.0,2025-01-25T15:00:00
424,21,4.5,2025-01-25T17:00:00
96,115,4.4,2025-01-25T19:00:00
347,100,4.1,2025-01-25T19:00:00
27,122,3.7,2025-01-25T21:00:00
170,195,3.2,2025-01-25T22:00:00
207,89,2.7,2025-01-25T22:00:00
87,209,3.5,2025-01-25T23:00:00
164,257,5.0,2025-01-26T01:00:00
149,279,5.0,2025-01-26T05:00:00
347,42,4.2,2025-01-26T05:00:00
446,60,3.8,2025-01-26T05:00:00
15,4,4.5,2025-01-26T06:00:00
312,122,4.1,2025-01-26T07:00:00
194,74,5.0,2025-01-26T08:00:00
201,79,3.3,2025-01-26T08:00:00
208,48,3.3,2025-01-26T08:00:00
344,258,4.7,2025-01-26T09:00:00
77,87,4.5,2025-01-26T11:00:00
495,156,3.3,2025-01-26T11:00:00
43,10,1.1,2025-01-26T13:00:00
164,271,5.0,2025-01-26T13:00:00
400,111,4.3,2025-01-26T13:00:00
354,189,5.0,2025-01-26T14:00:00
150,161,3.1,2025-01-26T15:00:00
206,258,4.0,2025-01-26T15:00:00
252,68,2.7,2025-01-26T15:00:00
370,93,4.2,2025-01-26T15:00:00
497,42,3.5,2025-01-26T17:00:00
271,61,5.0,2025-01-26T18:00:00
344,296,4.6,2025-01-26T18:00:00
356,48,2.9,2025-01-26T18:00:00
318,29,2.6,2025-01-26T19:00:00
216,55,3.4,2025-01-26T20:00:00
35,172,5.0,2025-01-26T22:00:00
208,266,5.0,2025-01-26T22:00:00
239,29,5.0,2025-01-26T22:00:00
338,69,5.0,2025-01-26T23:00:00
1,238,3.0,2025-01-27T00:00:00
42,212,3.1,2025-01-27T00:00:00
96,244,3.6,2025-01-27T00:00:00
426,266,4.6,2025-01-27T00:00:00
451,133,2.5,2025-01-27T00:00:00
244,172,4.5,2025-01-27T01:00:00
120,252,4.7,2025-01-27T02:00:00
77,122,4.7,2025-01-27T03:00:00
239,2,3.2,2025-01-27T03:00:00
430,252,3.7,2025-01-27T03:00:00
178,277,4.7,2025-01-27T04:00:00
13,46,4.0,2025-01-27T05:00:00
86,200,5.0,2025-01-27T05:00:00
302,122,2.7,2025-01-27T06:00:00
403,70,5.0,2025-01-27T10:00:00
1,244,3.2,2025-01-27T12:00:00
204,107,3.6,2025-01-27T12:00:00
239,14,4.6,2025-01-27T12:00:00
175,42,3.5,2025-01-27T13:00:00
316,77,4.7,2025-01-27T13:00:00
458,29,4.7,2025-01-27T13:00:00
229,1,5.0,2025-01-27T14:00:00
431,246,2.5,2025-01-27T14:00:00
15,45,3.4,2025-01-27T15:00:00
430,277,4.9,2025-01-27T15:00:00
50,208,4.3,2025-01-27T16:00:00
43,208,3.5,2025-01-27T17:00:00
201,162,2.2,2025-01-27T17:00:00
226,42,2.6,2025-01-27T17:00:00
99,172,4.8,2025-01-27T18:00:00
6,92,4.4,2025-01-27T20:00:00
140,255,4.7,2025-01-27T21:00:00
319,9,3.3,2025-01-27T21:00:00
97,178,4.0,2025-01-27T23:00:00
476,55,3.1,2025-01-27T23:00:00
226,122,2.0,2025-01-28T00:00:00
140,259,3.5,2025-01-28T02:00:00
195,209,3.9,2025-01-28T02:00:00
324,26,3.8,2025-01-28T02:00:00
424,273,1.9,2025-01-28T02:00:00
311,74,1.7,2025-01-28T03:00:00
50,230,3.2,2025-01-28T04:00:00
215,110,4.2,2025-01-28T04:00:00
180,202,4.0,2025-01-28T05:00:00
256,123,4.6,2025-01-28T05:00:00
443,158,5.0,2025-01-28T06:00:00
474,274,2.8,2025-01-28T07:00:00
42,164,3.4,2025-01-28T08:00:00
430,273,4.2,2025-01-28T09:00:00
188,122,3.7,2025-01-28T10:00:00
324,40,4.3,2025-01-28T11:00:00
149,86,4.5,2025-01-28T12:00:00
403,168,4.9,2025-01-28T12:00:00
389,42,4.7,2025-01-28T13:00:00
497,226,4.0,2025-01-28T13:00:00
308,209,3.4,2025-01-28T14:00:00
138,258,2.4,2025-01-28T15:00:00
164,202,4.3,2025-01-28T15:00:00
194,122,5.0,2025-01-28T15:00:00
431,96,3.3,2025-01-28T15:00:00
243,161,4.7,2025-01-28T16:00:00
495,122,2.5,2025-01-28T17:00:00
338,277,5.0,2025-01-28T19:00:00
356,259,5.0,2025-01-28T19:00:00
149,284,4.4,2025-01-28T20:00:00
319,34,5.0,2025-01-28T20:00:00
35,153,4.5,2025-01-28T21:00:00
215,141,4.8,2025-01-28T21:00:00
239,42,5.0,2025-01-28T23:00:00
426,251,3.8,2025-01-28T23:00:00
208,35,3.3,2025-01-29T01:00:00
312,42,2.2,2025-01-29T01:00:00
194,216,3.9,2025-01-29T02:00:00
206,178,3.4,2025-01-29T02:00:00
308,41,2.5,2025-01-29T02:00:00
173,219,2.3,2025-01-29T03:00:00
229,32,5.0,2025-01-29T03:00:00
451,280,2.6,2025-01-29T03:00:00
474,210,4.5,2025-01-29T03:00:00
244,151,5.0,2025-01-29T05:00:00
27,40,4.3,2025-01-29T08:00:00
271,88,2.6,2025-01-29T08:00:00
239,241,4.0,2025-01-29T09:00:00
344,270,3.7,2025-01-29T10:00:00
15,18,4.2,2025-01-29T11:00:00
96,29,2.8,2025-01-29T11:00:00
197,183,4.0,2025-01-29T11:00:00
469,122,3.3,2025-01-29T12:00:00
170,277,3.4,2025-01-29T15:00:00
271,161,3.5,2025-01-29T15:00:00
474,277,2.7,2025-01-29T15:00:00
197,158,5.0,2025-01-29T16:00:00
201,74,4.0,2025-01-29T16:00:00
354,246,4.6,2025-01-29T16:00:00
120,57,5.0,2025-01-29T17:00:00
208,253,5.0,2025-01-29T17:00:00
27,3,4.4,2025-01-29T18:00:00
252,36,3.5,2025-01-29T18:00:00
195,295,3.3,2025-01-29T19:00:00
356,255,4.6,2025-01-29T19:00:00
207,271,4.2,2025-01-29T20:00:00
216,283,3.7,2025-01-29T20:00:00
226,29,3.5,2025-01-29T20:00:00
443,223,3.3,2025-01-29T20:00:00
134,187,1.8,2025-01-29T21:00:00
446,5,3.2,2025-01-29T21:00:00
15,216,3.6,2025-01-29T22:00:00
87,283,4.4,2025-01-29T23:00:00
178,265,4.2,2025-01-29T23:00:00
302,89,4.3,2025-01-29T23:00:00
347,146,3.0,2025-01-29T23:00:00
324,226,2.5,2025-01-30T03:00:00
215,177,3.2,2025-01-30T04:00:00
446,269,1.9,2025-01-30T05:00:00
400,142,3.9,2025-01-30T06:00:00
318,244,3.1,2025-01-30T07:00:00
13,111,4.7,2025-01-30T08:00:00
370,76,4.4,2025-01-30T08:00:00
497,11,5.0,2025-01-30T08:00:00
204,270,2.9,2025-01-30T09:00:00
215,129,4.1,2025-01-30T10:00:00
226,19,3.1,2025-01-30T11:00:00
278,17,4.6,2025-01-30T11:00:00
97,274,2.6,2025-01-30T12:00:00
469,128,4.6,2025-01-30T12:00:00
476,74,3.4,2025-01-30T12:00:00
46,198,4.6,2025-01-30T15:00:00
446,31,4.6,2025-01-30T16:00:00
43,203,3.6,2025-01-30T18:00:00
99,167,5.0,2025-01-30T18:00:00
188,161,2.9,2025-01-30T18:00:00
426,10,3.3,2025-01-30T18:00:00
87,74,3.8,2025-01-30T20:00:00
164,58,4.2,2025-01-30T21:00:00
175,159,4.4,2025-01-30T22:00:00
458,50,4.4,2025-01-30T22:00:00
216,168,3.9,2025-01-30T23:00:00
302,52,4.9,2025-01-31T00:00:00
72,35,4.1,2025-01-31T03:00:00
77,43,3.0,2025-01-31T03:00:00
316,201,4.1,2025-01-31T03:00:00
86,265,3.2,2025-01-31T04:00:00
256,161,2.4,2025-01-31T04:00:00
13,42,4.4,2025-01-31T05:00:00
46,202,2.6,2025-01-31T05:00:00
149,297,4.4,2025-01-31T05:00:00
194,42,4.5,2025-01-31T05:00:00
180,299,2.5,2025-01-31T06:00:00
216,18,2.5,2025-01-31T06:00:00
243,122,3.5,2025-01-31T06:00:00
140,9,3.9,2025-01-31T08:00:00
206,153,4.5,2025-01-31T08:00:00
347,89,4.3,2025-01-31T08:00:00
1,217,4.5,2025-01-31T10:00:00
6,70,3.7,2025-01-31T10:00:00
138,129,2.8,2025-01-31T11:00:00
77,58,4.0,2025-01-31T12:00:00
197,165,4.1,2025-01-31T12:00:00
229,42,5.0,2025-01-31T14:00:00
239,5,3.6,2025-01-31T14:00:00
46,200,4.0,2025-01-31T15:00:00
120,55,4.5,2025-01-31T15:00:00
149,299,4.9,2025-01-31T15:00:00
173,122,2.7,2025-01-31T15:00:00
27,267,4.1,2025-01-31T16:00:00
244,266,3.0,2025-01-31T16:00:00
311,139,3.0,2025-01-31T16:00:00
319,41,5.0,2025-01-31T16:00:00
476,209,3.8,2025-01-31T16:00:00
324,127,3.9,2025-01-31T17:00:00
42,147,3.5,2025-01-31T18:00:00
175,197,4.9,2025-01-31T18:00:00
389,29,4.9,2025-01-31T18:00:00
395,247,4.1,2025-01-31T18:00:00
239,228,2.3,2025-01-31T19:00:00
344,29,4.5,2025-01-31T19:00:00
354,172,4.6,2025-01-31T19:00:00
474,178,3.0,2025-01-31T20:00:00
1,210,4.2,2025-01-31T21:00:00
50,235,3.9,2025-01-31T21:00:00
311,178,2.6,2025-01-31T22:00:00
431,148,3.5,2025-01-31T22:00:00
495,110,3.3,2025-01-31T22:00:00
134,73,2.4,2025-02-01T00:00:00
424,48,5.0,2025-02-01T01:00:00
338,48,2.3,2025-02-01T02:00:00
430,272,3.7,2025-02-01T02:00:00
252,45,3.4,2025-02-01T06:00:00
446,19,2.8,2025-02-01T06:00:00
77,138,5.0,2025-02-01T07:00:00
344,71,4.3,2025-02-01T07:00:00
422,196,3.8,2025-02-01T07:00:00
35,182,4.2,2025-02-01T08:00:00
403,76,5.0,2025-02-01T09:00:00
474,53,3.0,2025-02-01T09:00:00
347,6,3.8,2025-02-01T10:00:00
451,206,2.0,2025-02-01T10:00:00
180,87,4.0,2025-02-01T11:00:00
278,122,4.4,2025-02-01T11:00:00
316,63,3.6,2025-02-01T11:00:00
370,129,2.8,2025-02-01T11:00:00
43,216,2.9,2025-02-01T13:00:00
204,123,2.5,2025-02-01T13:00:00
208,122,4.6,2025-02-01T14:00:00
308,216,3.6,2025-02-01T14:00:00
96,70,4.9,2025-02-01T15:00:00
6,101,2.8,2025-02-01T16:00:00
138,112,3.4,2025-02-01T16:00:00
134,122,2.0,2025-02-01T17:00:00
207,260,3.9,2025-02-01T17:00:00
443,160,5.0,2025-02-01T17:00:00
312,126,3.0,2025-02-01T18:00:00
97,183,4.3,2025-02-01T19:00:00
178,266,5.0,2025-02-01T19:00:00
96,74,4.0,2025-02-01T20:00:00
201,55,4.3,2025-02-01T20:00:00
215,142,4.8,2025-02-01T20:00:00
206,180,3.5,2025-02-01T21:00:00
86,156,5.0,2025-02-01T22:00:00
311,128,5.0,2025-02-01T22:00:00
449,122,2.5,2025-02-01T23:00:00
77,141,4.9,2025-02-02T01:00:00
170,148,3.1,2025-02-02T01:00:00
244,187,4.2,2025-02-02T01:00:00
1,223,3.6,2025-02-02T02:00:00
324,47,4.6,2025-02-02T02:00:00
